0,-89.70486,-70.13547,-55.75557,-52.01767,-44.88826,-36.90002,-32.02495,-27.83557,-23.75599,-20.04013,-16.26139,0.6304256,-12.50668,-12.1769,-11.21126,-10.97122,-11.3737,15.34595,-19.29244,-0.1289595,-5.186466,-64.55314,-4.266826,0.8756492,-2.842478,2.539092,0,0,1.980502,-0.6668714,-127.5254,-4.78736
1,-90.06561,-68.80532,-54.27859,-49.45945,-41.14752,-35.41908,-30.49388,-26.58171,-22.64251,-18.44208,-16.85477,-0.3781592,-13.57789,-12.41561,-11.33049,-9.766018,-12.29279,14.83442,-19.16467,-0.2579181,-4.797492,-65.19106,-3.103146,0.656643,-1.112937,2.539092,1.072572,-1.21228,2.090529,-1.111452,-128.1878,-4.553832
2,-87.42014,-62.27551,-51.57082,-46.17032,-39.82016,-34.92544,-29.09039,-25.57862,-21.77646,-18.68793,-16.02405,0.6304256,-14.53007,-13.01237,-13.11893,-11.81487,-11.3737,14.06713,-20.44232,-0.6447958,-4.667834,-64.17043,-3.878932,-0.9859148,-1.978146,-0.8463619,-0.9533976,-1.81842,0.440109,-2.667485,-128.2982,-6.071775
3,-86.93916,-66.62872,-52.80162,-47.38852,-40.90619,-35.29567,-29.98352,-27.08325,-23.63227,-20.65476,-17.56682,6.02E-05,-15.36324,-13.96719,-12.88047,-11.09174,-12.29279,13.5556,-19.29244,-3.868776,-4.92715,-64.8083,-3.361742,-2.409463,-4.324191,-2.417348,-2.500565,-2.545324,-3.298844,-3.556647,-128.7399,-6.18854
4,-89.94535,-69.77271,-54.89399,-48.11943,-42.23353,-35.29567,-29.60075,-25.20247,-22.27134,-18.68793,-14.95597,6.02E-05,-12.86375,-10.86402,-9.780517,-8.681332,-11.60347,14.9623,-19.16467,-3.739817,-3.371205,-64.68074,-4.525421,-3.830661,-3.583335,-2.658723,-3.571393,-3.392215,-2.420216,-3.334357,-128.7399,-6.889136
5,-86.45817,-65.17764,-53.78627,-46.17032,-41.50953,-34.80202,-29.85593,-24.45015,-19.92065,-15.12305,-12.70115,0.1261331,-9.769151,-9.193084,-7.157482,-8.199246,-12.06302,14.45078,-18.52584,-3.352939,-4.408519,-65.70131,-4.00823,-2.956213,-2.47205,-4.589739,-3.571393,-4.360096,-4.50696,-4.222778,-128.519,-6.422067
6,-86.93916,-66.50779,-52.43238,-45.19576,-39.57882,-33.69133,-29.21798,-23.44707,-20.53925,-16.47525,-13.53187,-0.3781592,-11.31645,-9.073729,-8.468999,-8.078726,-12.9821,14.45078,-18.90914,-4.771491,-4.538177,-64.9359,-4.266826,-4.595808,-4.818095,-5.917313,-7.021842,-7.747673,-6.154388,-5.775463,-129.7335,-5.721484
7,-89.10361,-68.80532,-52.80162,-47.38852,-40.90619,-34.67862,-26.66619,-22.06782,-16.95135,-14.01671,-12.4638,0.7564988,-9.531104,-6.806027,-5.965193,-5.78883,-12.29279,13.68347,-19.67572,-5.029408,-4.278861,-65.06345,-5.429723,-5.033033,-4.694619,-8.331081,-6.902861,-7.505704,-6.483875,-7.439054,-129.1815,-5.137651
8,-89.46436,-64.9358,-52.43238,-43.85574,-37.16545,-33.4445,-26.02824,-21.56628,-16.45647,-13.27915,-10.20898,-0.3781592,-7.626735,-5.373794,-6.084422,-4.222062,-13.7863,13.17195,-19.80349,-5.416205,-5.316123,-65.19106,-4.266826,-6.235402,-6.299808,-7.606951,-6.426937,-5.811914,-7.033017,-5.442745,-130.7272,-7.0059
9,-83.45197,-59.13151,-50.83234,-40.07933,-34.87275,-29.37193,-23.60404,-19.56011,-16.95135,-12.54158,-9.971626,-0.7563786,-7.864781,-6.328618,-5.726736,-5.065704,-13.09699,13.5556,-19.4202,-5.673909,-3.889836,-65.44621,-5.429723,-5.36095,-5.065047,-6.279377,-7.616746,-5.9329,-6.154388,-5.110027,-129.6231,-8.173552
10,-82.85073,-60.34074,-51.44773,-39.22659,-33.42471,-29.49535,-23.73163,-19.81088,-16.33275,-13.525,-10.32765,-0.7563786,-8.340874,-7.880202,-6.561338,-5.427269,-12.1779,13.29982,-18.90914,-5.287327,-6.094121,-66.08407,-4.783897,-5.579565,-5.188523,-6.882821,-6.426937,-6.779795,-6.703533,-4.999121,-129.2919,-7.239428
11,-79.96478,-59.37336,-48.61688,-37.64293,-33.54538,-29.37193,-26.28342,-21.69166,-17.94112,-14.63134,-11.75175,0.2522063,-9.174035,-7.283441,-5.24982,-5.065704,-13.90119,14.83442,-19.80349,-6.833573,-5.445781,-65.57376,-4.525421,-6.672627,-5.682428,-7.727638,-8.568595,-7.142749,-8.021474,-5.664557,-129.2919,-7.356192
12,-78.76231,-53.44815,-49.1092,-33.62288,-28.59797,-27.15053,-22.58333,-18.30625,-15.59042,-11.6811,-10.0903,-1.386744,-8.57892,-5.373794,-4.415218,-3.739977,-12.63744,13.68347,-20.05902,-5.931611,-4.278861,-64.29799,-4.783897,-6.344707,-6.423284,-8.813833,-8.09267,-6.537823,-7.911645,-5.220933,-128.6295,-5.60472
13,-79.36354,-36.51899,-46.77067,-36.54656,-30.16666,-26.7803,-22.32815,-18.18086,-14.60065,-11.55817,-8.666201,0.5043525,-7.150643,-2.389418,-2.149346,-1.206828,-14.24585,13.42771,-19.80349,-6.447019,-6.353437,-65.19106,-4.00823,-9.405288,-5.311999,-6.882821,-6.902861,-5.690928,-7.033017,-3.778937,-129.4023,-5.254428
14,-75.39536,-54.7783,-42.09361,-31.55194,-25.33992,-22.46091,-19.52118,-17.30316,-14.97182,-10.82061,-9.022227,-0.252086,-5.603334,-2.74781,-1.194124,-0.1203502,-13.32676,13.81136,-19.16467,-6.704721,-5.445781,-64.9359,-4.913062,-6.781933,-4.200715,-6.520755,-6.902861,-6.053886,-6.593704,-4.444591,-129.6231,-7.239428
