0,-47.01779,-32.40826,-26.70425,-19.72956,-17.01414,-12.8327,-11.10266,-8.275602,-5.815765,-5.288464,-2.613789,-0.378215,-4.768797,-2.867248,-3.818872,-2.775776,-22.51763,9.335457,-22.9976,3.997736,-31.89695,-97.43002,-2.456658,8.104562,1.730965,6.529097,2.741018,5.697716,2.750698,10.66994,-124.2131,-1.284416
1,-47.13804,-31.68271,-25.22752,-18.26821,-15.20407,-11.84557,-9.571279,-6.896332,-6.43427,-5.165556,-1.663589,-0.378215,-2.861289,-2.030977,-2.029973,-2.051992,-21.9432,9.719108,-21.5922,4.513572,-29.82237,-97.81221,2.068764,2.628508,5.069267,6.891823,4.290289,4.727892,5.501392,5.001534,-124.2131,-7.239428
2,-46.41654,-35.78748,-28.05792,-22.89581,-20.63427,-15.42392,-13.39974,-10.53259,-7.547578,-7.746613,-2.257734,-0.2521394,-2.384412,-2.508846,-1.791204,-1.810589,-21.71343,9.974872,-20.31455,5.287327,-28.13672,-94.75493,7.628567,-4.595808,5.56383,4.352731,4.05194,2.788243,7.151813,-1.222597,-123.661,-7.356192
3,-47.01779,-34.57844,-28.42711,-22.53047,-20.87561,-15.54732,-13.52736,-11.53569,-7.671279,-6.763353,-3.563207,0.1260872,-2.861289,-0.5973717,-1.67182,-1.207085,-23.32183,3.964374,-25.29737,-0.5158371,-25.80282,-99.85036,-2.844551,-22.95927,-22.84184,-22.69301,-22.25141,-27.22624,-18.34536,-29.50936,-121.3425,-5.254428
4,-49.54304,-35.78748,-29.28854,-21.55624,-19.54824,-12.46253,-10.5922,-9.905646,-7.547578,-6.271723,-3.681884,-0.1260639,-2.980509,1.075167,0.7158669,0.8448304,-33.66156,-9.079693,-40.88463,-19.71873,-25.15448,-98.32175,-10.72437,-27.76875,-13.33589,-26.79641,-16.0644,-14.40184,-22.95816,-23.29862,-118.8031,-3.152652
5,-45.21404,-30.70952,-25.84283,-18.51177,-16.16944,-12.09236,-9.188432,-8.902542,-6.681672,-5.288464,-2.495113,0.1260872,-2.145974,1.194634,0.5964825,0.4827268,-23.43671,3.708603,-29.64136,-9.539456,-25.4138,-98.32175,-6.075285,-9.077368,-7.286644,-11.46898,-7.97369,-2.908278,-15.05051,-3.334357,-116.1532,-0.4670557
6,-48.10004,-31.07223,-27.07344,-16.19797,-13.51468,-8.637396,-8.422739,-2.38236,-6.186867,-6.517539,-1.782417,-1.260744,-3.457386,-0.2389715,0.4770981,-0.4828809,-23.32183,2.301894,-31.30229,-7.735535,-31.37831,-102.1434,-8.141543,-6.126096,-10.37299,-4.831117,-5.713051,-6.295855,-11.64582,-9.657174,-116.5949,1.517944
7,-49.66329,-35.06205,-40.85627,-17.53753,-14.23871,-8.514005,-6.380891,-5.767839,-3.341745,-4.059389,0.2376728,-0.7564416,-0.2384658,-0.3584387,0.4770981,-2.896277,-32.39781,-5.115318,-36.6684,-13.405,-36.30547,-105.4554,-12.53234,-9.295979,-13.70625,-8.089704,-12.97089,-12.22411,-11.9753,-13.7607,-122.0049,1.517944
8,-46.41654,-39.05188,-17.84386,-16.92864,-13.27334,-8.390613,-5.359967,-0.8777032,3.343546,-3.321945,-3.800562,-0.1260639,-3.934263,-2.986716,-5.010978,-3.257784,-30.90429,-4.092253,-34.49641,-13.405,-42.39959,-107.8757,-8.787248,-14.97991,-17.28642,-13.15862,-7.854709,-9.199491,-8.131304,-11.65348,-125.4276,-4.904123
9,-50.86579,-37.11742,-29.53466,-17.53753,-12.54931,-7.650265,-3.828581,-3.761629,-2.475838,-3.199038,-3.681884,1.765069,-4.41114,-5.373428,-8.348872,-6.993346,-24.47069,4.348018,-15.71502,-10.31257,-31.37831,-98.19435,-2.327359,-9.405288,-11.36233,-10.14141,-8.09267,-8.110627,-12.30479,-10.98805,-132.0521,-8.173552
