0,-222.5444,-186.588,-74.21926,-16.07623,-14.60379,-11.35416,-7.91072,-5.391701,-4.702467,-2.70741,-0.8317825,-0.2521483,-1.430612,-1.433627,-0.5970291,-1.810525,-3.101918,8.440278,-10.85998,-1.934388,1.166971,-86.47475,-2.715253,-2.080901,-2.718848,-2.417348,-1.786678,-2.424338,-4.286971,-2.111759,-113.7243,-2.919124
1,-221.7028,-177.1558,-63.88026,-13.03174,-11.2244,-8.268816,-6.634798,-3.636262,-3.836557,-1.230694,-1.544759,-0.5043001,-1.430612,-0.3584195,-0.4776237,-1.207018,-2.067946,9.846986,-11.88209,-2.708143,1.555945,-85.83782,-2.198061,-2.080901,-2.225032,-3.624231,-3.452412,-3.392215,-2.969239,-2.55634,-114.3867,-2.685596
2,-221.4623,-188.4018,-55.26442,-13.39708,-11.2244,-8.639057,-5.614059,-3.260096,-3.589155,-1.476837,-1.544759,-0.1260723,-2.026711,-1.553094,-1.432867,-2.534732,-2.757263,8.568156,-13.41527,-2.063347,0.9076559,-86.85695,-2.585954,-2.518984,-2.842301,-3.503544,-3.095469,-3.271233,-5.165459,-3.223211,-114.9388,-2.335304
3,-220.9814,-172.9234,-59.44926,-13.76242,-10.25886,-10.61368,-5.231282,-4.137816,-1.981036,-2.70741,-1.663587,-0.630376,-1.072953,-1.075225,-0.5970291,-2.293332,-2.987035,8.951807,-11.49879,-2.192306,0.1296578,-85.45568,-2.844551,-1.861859,-3.089209,-2.779414,-3.452412,-3.634187,-3.628103,-3.223211,-115.9324,-4.78736
4,-222.4242,-173.2862,-61.41861,-13.76242,-11.10371,-7.651747,-4.338136,-2.256988,-1.114794,-0.3691975,0.5941675,-0.8825279,2.41E-05,-1.194692,-0.4776237,-2.414032,-2.067946,9.079693,-12.26539,-2.579184,0.2593156,-86.9843,-3.361742,-5.36095,-2.965755,-3.020788,-4.166298,-3.876156,-4.506594,-4.444591,-115.9324,-3.970012
5,-220.26,-171.4723,-54.0336,-10.96149,-9.414015,-5.923952,-4.338136,-2.88393,-3.094349,-0.9845527,-2.020076,-0.756452,-1.78827,-1.911497,-1.432867,-1.569124,-3.216806,8.823921,-10.60444,-2.966062,0.6483403,-85.96522,-2.327359,-3.393439,-3.583025,-2.658723,-2.857507,-4.23911,-3.737916,-2.55634,-114.8283,-3.502944
6,-221.823,-178.2441,-51.0796,-10.23082,-7.482934,-6.417608,-4.082952,-2.633153,-2.104738,-1.476837,-1.544759,0.1260795,-2.026711,-1.075225,-1.671678,-1.569124,-2.067946,9.463336,-11.75433,-3.095021,1.037314,-86.22002,-2.844551,-1.642815,-2.47194,-3.141479,-3.452412,-2.545324,-2.639803,-2.667485,-114.3867,-3.152652
7,-222.9051,-178.365,-50.21802,-7.064553,-5.551854,-4.813228,-2.551844,-2.131599,-1.486231,-2.461404,-1.307101,-1.260756,-1.311392,-0.597354,-0.5970291,-1.086317,-1.95306,8.696042,-10.22116,-2.321266,0.5186825,-86.60216,-1.551574,-2.080901,-2.965755,-3.262166,-3.333431,-2.545324,-3.847726,-3.112066,-113.9451,-1.751472
8,-222.4242,-179.5743,-49.11026,-6.455656,-6.155316,-2.96202,-2.551844,-1.880822,-2.228439,-0.6153391,-1.188271,-1.008604,-0.7152947,-2.030964,-1.552272,-2.534732,-2.757263,9.079693,-10.98774,-3.22398,0.7779981,-85.20088,-2.198061,-3.065519,-3.089209,-2.900101,-2.143621,-3.634187,-3.188861,-2.889776,-115.1596,-3.853248
9,-221.1016,-168.0864,-46.77168,-7.308112,-5.913935,-3.208848,-3.062214,-1.755434,-2.846946,-1.599907,-2.020076,-1.260756,-2.145929,-1.79203,-2.38811,-1.689825,-2.182832,9.335457,-11.49879,-2.321266,1.685603,-86.85695,-3.361742,-2.628293,-2.718848,-1.692727,-2.976488,-2.545324,-2.859426,-3.667792,-114.8283,-1.985
