,-4,0,4,6,8,10,12
0,0.5975,0.6077,0.6011,0.6022,0.602,0.6086,0.6182
2,0.6003,0.6108,0.6043,0.6056,0.6054,0.6116,0.6196
4,0.6005,0.611,0.6045,0.6059,0.6056,0.6118,0.6143
6,0.5946,0.6034,0.5958,0.597,0.5961,0.5992,0.5853
8,0.5988,0.608,0.6003,0.6015,0.5966,0.5916,0.5598
10,0.3779,0.3845,0.3799,0.3799,0.3655,0.3544,0.3213
12,0.5922,0.6025,0.5942,0.5872,0.5337,0.5095,0.4489
14,0.589,0.5981,0.5703,0.5345,0.4468,0.4128,0.3511
16,0.599,0.6045,0.5101,0.4375,0.3512,0.3097,0.2587
18,0.6008,0.5863,0.4104,0.3314,0.2791,0.2349,0.1845
20,0.6021,0.5312,0.3402,0.3065,0.2698,0.2063,0.145
22,0.5817,0.4555,0.329,0.3341,0.2865,0.203,0.1226
24,0.5902,0.4072,0.4264,0.4589,0.3977,0.2986,0.1795
26,0.546,0.3657,0.5354,0.5584,0.5011,0.4066,0.2505
28,0.4134,0.3401,0.5362,0.5405,0.5163,0.4618,0.3073
30,0.3903,0.404,0.5877,0.589,0.5799,0.5485,0.3989
32,0.3552,0.4619,0.5813,0.5824,0.5806,0.574,0.465
34,0.3809,0.5323,0.6019,0.6032,0.6023,0.6036,0.5275
36,0.4474,0.5886,0.6069,0.608,0.6073,0.6126,0.5766
38,0.5049,0.606,0.6066,0.6078,0.6072,0.6131,0.5972
40,0.5481,0.5929,0.5848,0.5856,0.5855,0.5917,0.5873
42,0.5945,0.6162,0.6098,0.6112,0.6107,0.6175,0.6225
44,0.5914,0.6031,0.5964,0.5978,0.5974,0.6036,0.6097
46,0.603,0.6122,0.6039,0.6049,0.6044,0.6106,0.617
48,0.6052,0.6148,0.6075,0.6089,0.6087,0.6157,0.6236
50,0.5876,0.5973,0.5907,0.5922,0.5919,0.5988,0.6069
52,0.6046,0.6141,0.6067,0.608,0.6076,0.6143,0.6223
54,0.6037,0.613,0.6051,0.6063,0.6059,0.6124,0.6202
56,0.6025,0.6127,0.6055,0.6069,0.6065,0.6134,0.6211
58,0.6065,0.6161,0.6088,0.6101,0.6096,0.6163,0.6247
60,0.5607,0.5697,0.5633,0.5646,0.5642,0.5704,0.5781
62,0.5559,0.5652,0.5594,0.5609,0.561,0.5675,0.5756
64,0.6034,0.6131,0.6058,0.6072,0.6069,0.6133,0.6218
66,0.5964,0.6058,0.5976,0.5985,0.5979,0.6045,0.6125
68,0.6027,0.6116,0.6029,0.6038,0.6029,0.6093,0.6177
70,0.6022,0.6118,0.6045,0.6058,0.6052,0.6116,0.6198
72,0.5833,0.593,0.5862,0.5875,0.5872,0.5935,0.6016
74,0.6005,0.6095,0.601,0.6019,0.601,0.6076,0.616
76,0.6053,0.614,0.6057,0.6068,0.6064,0.6132,0.622
78,0.5611,0.5697,0.5624,0.5636,0.5629,0.5691,0.5771
80,0.6024,0.6136,0.6076,0.6092,0.609,0.6158,0.6244
