TITLE = "B00099"
VARIABLES = "position", "position(2)", "Vx", "Vy"
ZONE T="Frame 0", I=75, J=50
-39.780598 81.882996 -8.331807 -1.220644
-37.303990 81.882996 -9.472411 -1.192376
-34.827382 81.882996 -10.610412 -0.586368
-32.350774 81.882996 -9.944792 1.391757
-29.874166 81.882996 -10.940041 0.681994
-27.397558 81.882996 -12.238431 -0.209616
-24.920950 81.882996 -12.096630 -0.638648
-22.444342 81.882996 -11.489597 -0.200638
-19.967734 81.882996 -12.426867 -0.437609
-17.491125 81.882996 -12.170536 -0.796796
-15.014517 81.882996 -11.723686 -1.053369
-12.537909 81.882996 -11.793068 -0.256923
-10.061301 81.882996 -11.484869 -0.389994
-7.584693 81.882996 -11.615930 -0.098781
-5.108085 81.882996 -11.933458 0.058737
-2.631477 81.882996 -11.806913 -0.735680
-0.154869 81.882996 -12.057133 -0.352890
2.321739 81.882996 -12.475613 -0.192770
4.798347 81.882996 -12.272888 -0.493078
7.274955 81.882996 -11.809828 0.007459
9.751563 81.882996 -11.707898 0.237240
12.228171 81.882996 -11.828391 -0.290858
14.704779 81.882996 -12.498296 -0.452042
17.181387 81.882996 -12.275172 0.084964
19.657995 81.882996 -12.454048 0.193561
22.134603 81.882996 -12.683593 -0.663354
24.611211 81.882996 -12.339463 -0.908810
27.087819 81.882996 -12.375051 -0.200517
29.564427 81.882996 -12.610330 0.012691
32.041035 81.882996 -12.849376 0.068465
34.517643 81.882996 -13.005984 0.081272
36.994251 81.882996 -12.590462 0.305083
39.470859 81.882996 -12.207021 -0.073847
41.947467 81.882996 -12.489817 0.258734
44.424075 81.882996 -12.759782 0.245021
46.900684 81.882996 -12.817937 -0.136615
49.377292 81.882996 -13.177042 0.360536
51.853900 81.882996 -12.770671 0.405130
54.330508 81.882996 -12.286603 -0.188625
56.807116 81.882996 -12.329428 0.021939
59.283724 81.882996 -11.962140 0.436198
61.760332 81.882996 -11.759000 0.036891
64.236940 81.882996 -12.194293 0.057933
66.713548 81.882996 -12.877111 0.064179
69.190156 81.882996 -12.531070 0.490101
71.666764 81.882996 -12.359909 0.680814
74.143372 81.882996 -12.622510 0.650429
76.619980 81.882996 -11.989202 0.894644
79.096588 81.882996 -12.158986 0.563605
81.573196 81.882996 -11.958098 0.890856
84.049804 81.882996 -11.844487 0.532945
86.526412 81.882996 -12.053693 -0.002341
89.003020 81.882996 -11.500974 0.523018
91.479628 81.882996 -11.199075 0.988525
93.956236 81.882996 -11.737150 1.279825
96.432844 81.882996 -11.685121 1.159919
98.909452 81.882996 -11.804724 0.995413
101.386060 81.882996 -10.990516 1.271555
103.862668 81.882996 -11.160780 1.197676
106.339276 81.882996 -12.126002 1.031889
108.815884 81.882996 -11.993571 0.784902
111.292493 81.882996 -11.059591 0.624698
113.769101 81.882996 -11.089706 0.481408
116.245709 81.882996 -10.482521 1.042229
118.722317 81.882996 -9.449536 1.057261
121.198925 81.882996 -10.321598 0.785015
123.675533 81.882996 -10.029471 0.763619
126.152141 81.882996 -11.411063 0.150766
128.628749 81.882996 -11.648930 0.646684
131.105357 81.882996 -11.125325 0.597403
133.581965 81.882996 -10.500774 0.427978
136.058573 81.882996 -11.147235 1.130362
138.535181 81.882996 -11.072315 1.496269
141.011789 81.882996 -11.492087 1.638352
143.488397 81.882996 -11.886621 1.668200
-39.780598 79.406388 -11.027341 -1.013969
-37.303990 79.406388 -10.725207 -1.313955
-34.827382 79.406388 -11.103787 -1.377083
-32.350774 79.406388 -10.839913 -0.095966
-29.874166 79.406388 -10.571725 -0.010612
-27.397558 79.406388 -11.539492 -0.370334
-24.920950 79.406388 -11.759210 -0.302446
-22.444342 79.406388 -11.576344 -0.258586
-19.967734 79.406388 -12.135734 -0.260821
-17.491125 79.406388 -11.652224 -0.866130
-15.014517 79.406388 -11.179210 -0.863575
-12.537909 79.406388 -11.793168 0.178112
-10.061301 79.406388 -12.141183 0.385609
-7.584693 79.406388 -12.163159 -0.106477
-5.108085 79.406388 -12.212778 -0.642330
-2.631477 79.406388 -11.898103 -0.684025
