0,-15.99261,-15.66979,-16.35048,-13.9462,-16.79532,-8.219406,-19.06804,1.303834,9.967083,4.893276,-5.911893,-17.62142,-18.53796,-16.11686,-15.62835,-15.68596,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-16.51862,-16.36047,5.495773,-6.448123,0.2598389,-0.6378993,-1.035,-0.2196612,0.3707972,0.7260534,-0.1192269,2.568498E-05,0.2204542,0.222801,0.000144478,0.7017651,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
1,-15.7239,-15.14334,-16.61201,-13.9462,-17.18888,-8.83243,-18.54563,1.173454,9.319834,4.764503,-6.174464,-18.02488,-18.02673,-17.33944,-16.59003,-16.92715,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,-16.05985,-16.61604,5.367978,-6.319241,-0.1287299,0.7634247,-0.2591759,0.1090199,0.3707972,-0.2417759,-0.3576293,-0.1212492,-0.2198923,-0.4442103,0.000144478,1.169835,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
2,-16.9331,-16.32785,-15.82743,-14.2044,-17.18888,-8.83243,-18.28443,1.043074,10.48489,3.863092,-6.174464,-17.48693,-18.92138,-16.67258,-16.10919,-16.47581,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2,-15.94516,-16.74382,6.134746,-7.092534,-0.2582529,0.5086381,0.6459532,-0.2196612,0.865207,0.2421387,-0.4768305,-0.970186,0.33054,-0.4442103,-0.5520152,0.5847507,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
3,-16.39567,-17.38075,-16.48124,-14.3335,-16.66414,-9.077638,-19.06804,0.9126933,9.967083,5.665914,-6.699613,-17.35245,-18.53796,-17.00601,-15.86877,-17.03999,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,3,-16.05985,-16.74382,6.006951,-6.834769,0.0007930238,1.018211,0.6459532,-0.2196612,-0.123613,0.3631182,-0.4768305,-1.091461,0.4406258,0.4451382,0.331439,0.7017651,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
4,-16.53003,-17.11753,-16.48124,-14.3335,-17.0577,-8.096802,-19.59045,0.521556,10.09653,4.635729,-5.780604,-18.42834,-19.43261,-16.56144,-17.79214,-16.25013,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,4,-16.63331,-15.84934,5.623567,-6.834769,0.130316,0.5086381,0.3873456,-0.3292237,-0.3708181,0.6050739,0.3575771,0.3638567,-0.3299782,0.0004637343,0.000144478,0.3507156,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
5,-17.06745,-16.72269,-17.13506,-15.2372,-17.58244,-8.83243,-18.54563,-0.1303449,10.35544,5.794686,-5.780604,-18.02488,-19.3048,-17.33944,-17.67193,-16.58864,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,5,-16.51862,-16.23269,6.645923,-7.221416,-0.6468201,-0.128327,-0.1298713,0.6568292,-0.6180232,0.6050739,-0.2384281,-0.7276331,-0.9904932,-0.2218733,0.1105771,0.1166869,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
6,-16.79874,-17.24914,-16.48124,-15.49539,-17.45126,-7.72899,-18.80684,0.651933,9.708191,5.150822,-6.174464,-17.08347,-20.07164,-16.89487,-16.83046,-17.26565,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,6,-16.97739,-16.48826,6.518128,-6.705888,-0.2582529,0.1264592,0.6459532,0.875951,-1.482413,0.2421387,0.2383763,-0.7276331,-0.7703215,-0.1107047,0.000144478,0.4677364,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
7,-17.06745,-16.45947,-17.91964,-15.2372,-18.89431,-8.83243,-18.28442,1.434214,9.060943,5.279595,-5.518033,-18.42834,-18.92138,-18.22859,-17.67193,-18.16833,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,7,-16.8627,-16.74382,6.901512,-6.448123,-1.035389,-0.2557205,0.6459516,0.6568292,0.4943994,-0.1207965,0.1191751,2.568498E-05,-0.3299782,-0.4442103,0.000144478,2.105963,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
8,-17.60488,-17.11753,-16.21971,-14.979,-17.71363,-9.44545,-18.15382,1.434217,10.48489,4.506957,-6.174464,-17.21796,-20.07164,-16.45029,-16.95067,-17.71699,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,8,-16.8627,-16.48826,5.751362,-6.834769,-1.294435,-0.3831132,0.1287347,0.547318,-0.123613,-0.1207965,-0.2384281,0.1213037,0.1103684,-0.6665475,0.4418716,1.520885,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
9,-16.79874,-18.17043,-17.0043,-15.49539,-17.976,-8.955033,-18.54563,0.9126965,10.09653,4.893276,-7.224755,-17.75591,-19.56041,-18.33974,-17.67193,-17.03999,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,9,-16.63331,-16.23269,6.390334,-6.834769,-0.2582529,-0.3831132,-0.2591775,0.6568806,0.2471947,-0.3627554,-2.608631E-05,0.4851315,-0.2198923,-0.5553789,0.1105771,0.7017651,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
10,-17.06745,-17.11753,-17.0043,-15.2372,-17.71363,-7.974198,-19.06804,0.7823164,10.48489,5.022048,-5.649322,-18.56283,-18.79357,-16.33915,-17.55172,-17.37849,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,10,-15.48638,-16.23269,6.773717,-5.803713,-0.6468201,-0.8926864,-0.0005682802,0.1090713,-0.123613,-0.3627554,-0.4768305,0.4851315,0.2204542,-0.6665475,-0.3311501,1.169835,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
