0,-240.0977,-240.9032,-237.6026,-209.6606,-240.9931,-142.1275,-76.19662,27.77092,21.0997,89.36835,-83.37085,-250.1972,-244.8842,-236.2928,-224.3136,-237.2938,-235.1228,-236.6592,111.0539,-75.14221,-0.9059093,-0.6378946,0.7752145,0.4377363,0.370802,-0.6047369,0.7151834,-0.2425561,-0.3300552,-0.777715,-0.6624478,1.286818,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
1,-225.453,-227.8711,-224.5262,-198.2999,-228.268,-133.789,-76.71828,29.46586,22.00584,87.56552,-83.63343,-244.9512,-237.9827,-237.1819,-242.3451,-226.236,-238.3342,-241.8983,110.1594,-74.88445,-0.3878191,0.2538575,-0.129913,-0.1100698,-0.1236082,0.9679867,0.2383795,-3.21E-06,0.3304598,0.000464537,0.1105771,1.169803,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
2,-246.9499,-246.3004,-254.2095,-228.2509,-256.2107,-146.7873,-76.19662,26.85826,21.61749,87.05044,-83.37085,-249.2556,-245.1398,-244.5174,-253.7651,-249.7057,-239.9399,-241.0038,109.9038,-75.78662,0.1302726,-0.000928673,-0.7764329,-1.424804,-0.3708125,0.484072,0.3575803,-0.1212781,0.000202269,0.2228014,-0.6624478,1.403838,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
3,-250.3087,-250.2495,-253.2943,-226.1853,-251.488,-142.3728,-75.93578,27.2494,22.00584,87.95184,-83.89599,-245.7583,-242.8393,-237.5154,-240.7824,-256.3629,-240.1693,-234.998,109.9038,-75.27109,0.7778849,-0.2557149,-0.6471299,-0.7674384,-0.1236082,0.2421131,-2.25E-05,-0.2425561,-0.2199694,0.5563068,-0.1102881,0.9357681,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
4,-232.7082,-234.5847,-238.3872,-213.7918,-240.4683,-137.2225,-76.19662,29.2051,20.97025,88.85325,-80.74512,-241.8574,-236.8324,-240.6274,-248.8365,-242.8228,-254.0471,-254.1655,113.6098,-75.14221,-0.2582962,0.3812502,-0.000608413,-0.6578758,-0.3708125,0.3630925,-0.2384245,-0.2425561,-0.3300552,0.7786436,-0.4415826,0.7017394,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
5,-252.5928,-250.9077,-257.2172,-226.5726,-251.2256,-140.4108,-76.32703,29.59624,21.35859,87.69429,-80.48255,-247.9105,-247.1848,-247.1849,-251.7215,-254.8961,-243.4954,-241.6427,110.6705,-76.30215,-0.3878191,0.7634291,-0.000608413,0.2186145,-0.2472107,0.1211368,-2.25E-05,0.7276555,0.000202269,0.8898122,0.1105771,0.9357681,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
6,-249.5026,-253.2772,-256.0403,-228.2509,-253.4558,-144.8253,-76.0662,26.85826,22.00584,88.08061,-83.50214,-256.5193,-265.9724,-259.1884,-259.5352,-251.2854,-234.0906,-233.5923,111.6929,-75.01333,-1.294477,0.126464,-0.129913,-0.5483134,-0.9886607,-0.967672,0.4767815,0.4851026,0.000202269,-0.777715,-0.1102881,0.7017394,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
7,-248.4278,-253.9353,-254.6019,-220.634,-242.6985,-135.1379,-76.71829,28.94434,21.48804,90.39853,-79.82612,-247.776,-253.5751,-252.4086,-253.6449,-254.7833,-233.6318,-234.1035,112.3319,-74.88445,-0.3878191,-0.1283222,0.1286946,0.2186145,-0.1236082,-0.7257163,-2.25E-05,0.1212749,0.2203739,-0.2218725,-0.2207175,-0.00035959,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
8,-252.3241,-255.6466,-254.6019,-220.8922,-244.2727,-137.9583,-77.10954,26.5975,22.13529,88.98203,-83.76472,-259.2095,-265.7168,-252.0752,-248.3556,-250.834,-235.3522,-236.6592,110.415,-76.17326,-0.2582962,0.126464,0.2579992,0.4377363,-0.6180176,-1.088652,0.8343847,0.7276555,0.3304598,-0.4442095,-0.3311501,1.520853,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
9,-247.4873,-249.9862,-245.9715,-209.7897,-235.8768,-135.6284,-76.71829,25.16332,21.61748,89.1108,-81.40156,-253.4255,-253.7029,-240.7385,-239.9409,-242.5971,-239.5958,-240.6204,110.5428,-74.88445,0.7778849,-0.2557149,-0.129913,0.2186145,-0.2472107,-1.45088,0.3575803,0.3638278,0.3304598,0.6674754,0.000144478,1.169803,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
10,-241.3069,-246.3004,-241.3947,-209.6606,-233.909,-134.8926,-76.71829,27.2494,22.00583,89.36834,-79.43227,-248.7175,-253.0639,-243.9617,-241.9845,-235.7142,-236.3844,-237.5536,110.1594,-75.9155,0.1302726,0.7634291,-0.3885207,0.5472988,0.4944042,-0.4837574,-0.7152288,-0.727662,0.1102881,-0.2218725,-0.1102881,1.871902,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
11,-237.6793,-241.6931,-239.041,-206.304,-231.5476,-131.9496,-76.58788,29.2051,21.61748,90.52729,-77.98811,-247.6414,-245.3955,-240.0717,-239.2197,-239.4377,-246.9362,-247.5207,109.9038,-75.9155,-0.3878191,0.2538575,-0.3885207,-0.1100698,0.4944042,-0.7257163,-0.1192229,0.1212749,0.8808889,0.7786436,-0.3311501,1.169803,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
12,-240.9039,-242.088,-239.6948,-207.9823,-237.451,-137.8356,-76.58788,26.07598,21.87639,86.92165,-83.63343,-255.1741,-257.5371,-249.63,-248.7163,-237.7452,-247.0509,-243.6872,110.6705,-75.39997,0.7778849,0.6360364,0.3873022,0.109052,-5.62E-06,-0.6047369,-0.8344292,-0.1212749,0.1102881,-0.2218725,-0.2207175,1.169803,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
13,-252.8615,-252.0924,-249.1098,-221.2795,-253.0622,-150.9566,-76.71829,25.68484,21.74693,88.72447,-86.65302,-262.0343,-263.4163,-247.9629,-244.9897,-246.9977,-258.6348,-253.1432,110.0316,-74.62668,0.00074968,0.5086429,-0.000608413,0.109052,0.6180068,0.8470072,0.2383799,-0.3638278,0.000202269,0.111633,0.331439,1.403838,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
