0,-1099.178,-1099.582,-1082.485,-1006.324,-1154.2,-737.9625,-717.716,120.7317,24.46527,393.0148,-398.4577,-1125.565,-1071.181,-1077.196,-1107.493,-1108.93,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,-1074.427,-1082.513,477.8238,-313.7024,0.1302823,-0.25571,0.2580088,0.1090841,-1.23547,-0.6047047,-0.3576212,0.1212492,-0.2199437,0.3339702,-0.2207207,1.286741,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
1,-1157.586,-1167.596,-1183.633,-1039.746,-1171.775,-795.5928,-759.554,109.5191,24.85361,393.2724,-388.6113,-1134.3,-1127.765,-1069.534,-1061.119,-1130.357,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,-1043.383,-1013.591,486.0027,-315.5067,-1.164942,-0.5104954,-0.517814,0.3282059,0.4946269,-0.2417695,0.1191823,0.606355,-0.2199437,0.4451386,0.2210064,1.871819,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
2,-1063.596,-1074.849,-1062.752,-937.1566,-1085.082,-736.2458,-719.9317,126.8596,25.24195,390.9544,-389.9241,-1155.934,-1126.998,-1082.859,-1102.567,-1076.565,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2,-1157.132,-1139.183,477.8238,-333.808,0.2598052,-0.3831027,-1.164334,0.876012,0.2473777,-1.330145,-0.3576212,-0.2425786,-0.4401154,1.00098,0.000144478,1.286741,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
3,-1110.457,-1107.607,-1078.564,-1012.647,-1183.972,-757.5813,-717.8463,114.6039,25.37141,383.0993,-413.5556,-1139.137,-1141.049,-1154.261,-1121.789,-1107.351,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,3,-1127.12,-1118.251,470.2838,-329.6837,-0.128762,0.2538623,-0.7764217,0.9855745,0.7418762,0.1211657,0.3575843,-0.3638567,0.3304822,0.6674754,0.331439,1.16972,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
4,-1079.978,-1082.348,-1130.053,-1025.809,-1128.1,-738.8208,-733.4867,108.2153,24.07691,385.6747,-376.7955,-1086.462,-1082.421,-1073.531,-1050.306,-1086.489,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,4,-1092.984,-1118.506,476.6736,-324.013,1.03694,0.7634339,0.2580088,-0.986528,0.0001292276,-0.4837252,-0.5960232,-0.3638567,0.0002279542,0.4451386,0.4418716,1.754798,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
5,-1068.43,-1088.268,-1132.405,-1007.356,-1115.51,-773.5216,-757.4686,106.1292,24.85361,381.2965,-400.2957,-1172.463,-1174.258,-1138.937,-1144.736,-1064.498,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,5,-1098.253,-1079.45,473.2231,-320.1465,1.166462,0.7634339,0.7752257,-0.2196002,-0.4943693,-1.209406,-0.2384204,0.606355,0.4405681,0.5563072,0.000144478,0.4676208,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
6,-1164.837,-1145.231,-1121.951,-1057.038,-1244.828,-792.5273,-741.1765,101.3051,25.75976,376.7894,-428.2597,-1154.322,-1140.665,-1147.598,-1123.351,-1154.264,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,6,-1053.807,-1048.946,475.7791,-327.3639,-0.5173308,0.3812542,-0.1299018,-0.3291595,0.0001292276,-0.12079,1.311191,-0.1213037,0.0002279542,-0.3330401,0.000144478,1.520769,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
7,-1108.577,-1099.976,-1149.133,-1056.909,-1135.052,-771.9276,-770.5023,95.17729,23.81802,374.9866,-394.7817,-1162.116,-1208.49,-1113.619,-1101.846,-1085.135,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,7,-1080.727,-1055.072,486.2581,-319.8887,0.6483716,0.3812542,0.3873119,-0.8769655,-0.8652428,-0.7256842,-0.2384204,-0.9702373,0.0002279542,-0.3330401,0.1105771,0.8186703,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
8,-1154.229,-1163.123,-1110.059,-952.1256,-1148.298,-797.6773,-745.999,119.0368,25.11251,384.9021,-395.4381,-1156.069,-1133.768,-1087.745,-1109.895,-1160.466,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,8,-1085.538,-1088.767,481.1464,-321.4353,-0.9058996,-0.6378897,1.421744,0.7663949,-0.7416185,0.0001862161,-0.8344252,-0.4851315,0.5506539,1.334486,0.331439,1.403755,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
9,-1130.598,-1115.105,-1080.916,-1024.777,-1204.039,-761.5051,-721.235,109.9102,25.11255,391.5983,-416.1814,-1132.15,-1102.985,-1172.584,-1154.708,-1121.899,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,9,-1170.191,-1156.541,478.0793,-325.3018,-0.2582866,1.145612,0.7752241,0.4377106,-0.7416185,0.8470361,-1.072647,-1.334068,-0.7703729,0.2228018,0.5523041,1.403755,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
