Var1,Var2,Var3,Var4,Var5,Var6,Var7
6.8846,43.5485,109.9261,204.1162,326.6981,471.3273,611.7125
-6.022,-29.9482,-74.7162,-139.0585,-220.7722,-326.5413,-480.6603
