0,192.106,-177.8509,-469.0626,-421.1318,-390.1587,-352.0074,-371.4404,-365.793,-382.3876,-327.5991,-311.0856,-297.954,-283.487,-261.7493,-262.7114,-173.9117,-104.2599,-78.86172,-92.62352,-73.85444,-117.1696,-160.147,-278.8896,-311.9165,-308.1759,-309.5091,-314.1861,-329.519,-347.1394,-354.985,-356.6475,-351.2108,-347.5942,-341.7461,-331.7841,-310.561,-299.0838,-301.0856,-288.2402,-252.9166,-164.9953,-40.80985,141.5308,190.4305,-151.0578,0.4777214,0.000374038,0.241365,21
1,192.5096,-178.6408,-470.1087,-423.3265,-391.8642,-353.4787,-373.1359,-365.5327,-385.1022,-330.4287,-311.8735,-299.0301,-283.9982,-263.6387,-264.9958,-171.4288,-105.5216,-76.81676,-89.68934,-74.1122,-118.2042,-167.1428,-280.9564,-309.5105,-308.4227,-310.4752,-313.7101,-328.6716,-347.2493,-356.9817,-357.1998,-352.1455,-347.474,-339.3283,-330.7996,-309.4654,-298.4803,-300.8388,-286.8366,-254.1705,-165.3663,-43.391,139.7483,194.8445,-153.2003,-0.716786,-0.5965692,-0.7241078,21
2,189.9536,-178.7724,-471.8087,-425.0049,-391.077,-355.8082,-373.788,-365.793,-383.551,-330.1715,-312.1361,-298.0885,-281.6977,-261.7493,-260.7877,-176.8459,-106.3245,-78.47829,-90.58235,-74.62775,-118.8508,-171.9763,-283.1523,-313.557,-309.1632,-313.7357,-316.3283,-330.8506,-347.9084,-360.5315,-361.8387,-356.3514,-347.474,-339.9928,-332.2763,-310.3175,-301.0149,-302.4429,-290.6645,-256.1768,-166.8505,-43.02227,137.8469,193.9617,-156.176,0.3582702,0.5973173,-0.8447919,21
3,192.9132,-179.1673,-469.5857,-422.0355,-391.4706,-351.6396,-372.7446,-366.0534,-382.6461,-330.3001,-312.0048,-299.8372,-284.6373,-263.4164,-263.6732,-180.3444,-108.733,-80.90667,-95.30256,-79.13869,-120.4026,-169.5596,-278.3729,-316.2912,-312.3721,-314.7018,-316.3283,-330.7296,-349.3365,-359.755,-359.8506,-354.3653,-350.8405,-344.5873,-334.8607,-313.848,-302.9461,-304.2939,-291.5577,-257.1799,-166.9742,-43.63683,138.7976,193.3311,-155.1048,-0.5973347,-0.7159579,-0.1206873,21
4,189.9536,-179.8255,-473.901,-427.0705,-392.7825,-355.9308,-376.1355,-368.6569,-387.9462,-332.1008,-312.924,-300.7788,-285.9153,-265.1948,-265.2363,-173.7988,-107.5861,-80.52324,-93.13381,-75.40105,-120.7906,-168.1604,-283.4106,-313.1195,-310.7676,-314.581,-316.5663,-330.9717,-348.2379,-358.202,-359.2983,-353.7811,-349.3977,-341.6855,-332.8916,-311.5349,-300.4114,-302.8131,-289.6437,-255.2991,-166.8505,-44.3743,140.1048,195.6012,-153.0813,-0.2389827,0.000374038,-0.2413714,21
5,190.7608,-179.5623,-471.1548,-423.972,-392.9137,-355.3178,-373.3967,-367.0947,-384.0681,-331.8436,-312.924,-299.1646,-284.3817,-263.861,-267.0398,-173.6859,-105.751,-81.2901,-90.83751,-75.78771,-120.5319,-169.0508,-283.7982,-311.5884,-309.7803,-311.9243,-316.5663,-331.5769,-349.0069,-355.8724,-357.1998,-352.7296,-349.9989,-341.8064,-333.507,-311.2914,-301.8598,-303.5535,-291.3025,-255.1737,-167.84,-44.00557,141.5308,188.5388,-155.938,-0.3584339,-0.1190146,-0.4827396,21
6,192.6441,-181.0103,-473.7702,-425.7794,-392.7825,-356.4212,-377.4397,-368.3965,-386.7827,-332.358,-314.6311,-301.5859,-285.9153,-265.0836,-266.6791,-171.6545,-106.4391,-79.24515,-90.45479,-73.21002,-119.368,-164.4717,-268.814,-311.151,-309.2867,-309.0261,-315.0192,-330.4874,-348.8971,-353.9866,-355.2117,-350.8603,-348.4358,-341.081,-331.7841,-310.4392,-298.8424,-301.7025,-287.2194,-252.5404,-166.6031,-42.2848,142.9568,189.1694,-153.7955,0.8360735,-0.1190146,0.1206809,21
7,191.0298,-179.9572,-474.9471,-427.3287,-392.5201,-356.6665,-376.266,-370.2189,-387.5584,-331.9722,-314.7624,-301.5859,-287.0656,-265.4171,-265.4767,-174.7016,-102.3101,-78.09486,-88.0309,-70.76122,-119.6267,-170.8315,-271.6558,-308.3075,-306.8183,-305.7656,-312.996,-328.6716,-346.5901,-352.2117,-354.1071,-349.4583,-346.0312,-337.8165,-329.4458,-307.3957,-295.825,-298.7411,-284.1571,-250.2834,-166.2321,-42.89936,144.5016,192.5745,-149.9865,-0.9556884,-0.4771806,-3.21E-06,21
8,190.6262,-180.2204,-475.8625,-427.0705,-395.1439,-356.5438,-375.8747,-369.3077,-386.395,-333.387,-313.8432,-300.9134,-284.7651,-264.1945,-264.034,-170.9774,-102.6542,-75.02744,-86.11731,-68.69908,-117.1696,-163.9629,-271.9142,-308.3075,-305.0905,-308.06,-313.234,-328.5505,-346.9197,-352.8773,-354.328,-349.5752,-343.6265,-334.9147,-326.8614,-305.5696,-294.9801,-296.7667,-284.7951,-250.2834,-166.3558,-41.91606,142.4814,196.8623,-150.4626,-0.1195331,-0.2384034,0.241365,21
9,191.1644,-181.0103,-472.9855,-426.2959,-393.9632,-357.4021,-376.5268,-368.5267,-387.2999,-332.7439,-315.6816,-301.7204,-286.5544,-265.4171,-265.3565,-173.1217,-101.7366,-76.94458,-91.47536,-71.14788,-117.6869,-162.055,-269.9766,-308.4168,-305.9544,-309.0261,-312.758,-328.1873,-346.5901,-353.5428,-354.8803,-349.3415,-344.5884,-337.5747,-327.969,-307.6392,-296.5492,-298.8644,-285.9435,-251.6627,-165.8905,-41.67023,141.2931,197.4929,-150.3436,0.4777214,-0.8353466,-0.2413714,21
