0,-1100.976,-184.4325,198.6524,183.4166,145.9302,15.34254,86.72109,58.42266,115.0818,-48.75131,-86.53923,-112.8609,-137.6563,-154.1598,-145.6986,-135.879,-119.953,-109.6635,-115.7139,-120.6391,-309.5957,-321.5584,-308.5987,-317.9308,-317.5547,-323.5164,-316.2083,-314.4521,-317.4278,-338.1225,-360.7332,-365.2298,-410.2346,-483.509,-569.6889,-633.6473,-765.8345,-845.3086,-1135.823,-1399.163,-1406.815,-1525.92,-1745.135,193.3306,-154.3902,-0.8362677,0.5973145,0.1206006,21
1,-1096.815,-183.6427,199.3072,182.7703,146.4556,16.32451,87.1129,59.59631,114.564,-47.72235,-85.09478,-111.7847,-136.506,-153.7153,-143.655,-133.5091,-123.6226,-111.9641,-118.0102,-123.7323,-310.3716,-332.8789,-329.7832,-329.6329,-326.3174,-338.249,-325.9671,-320.867,-323.3589,-339.6756,-353.8852,-372.5902,-399.6541,-458.8439,-548.8947,-620.6189,-755.5728,-838.4017,-1135.823,-1388.136,-1402.117,-1519.532,-1735.041,189.1689,-159.1514,0.4776877,0.2391495,-0.2414517,21
2,-1111.179,-183.7743,198.7834,184.9677,146.7183,16.20176,87.89652,59.85713,115.988,-48.87993,-85.48872,-111.3812,-136.7616,-151.9369,-143.2944,-131.5905,-125.1134,-113.1143,-118.7757,-121.6702,-312.4407,-334.5324,-322.6786,-327.9924,-327.9218,-324.3617,-323.7059,-321.5932,-324.4573,-330.6902,-352.5598,-371.6555,-408.7918,-481.3327,-568.9506,-636.326,-768.1283,-845.1853,-1148.319,-1405.302,-1405.702,-1527.025,-1758.674,187.9077,-158.4372,-0.9557173,0.4779261,0.2412847,21
3,-1113.058,-185.7489,200.1315,185.4847,146.981,17.18373,88.54955,61.16119,117.153,-45.92168,-84.04428,-110.4396,-134.7166,-151.7146,-142.8135,-130.6877,-123.508,-112.9865,-117.1172,-121.0257,-309.8543,-326.9007,-313.249,-321.8679,-323.6022,-315.0632,-318.7075,-319.5356,-323.1393,-326.2529,-349.909,-385.909,-430.3135,-511.5596,-594.6666,-657.269,-791.066,-861.9594,-1161.708,-1425.851,-1412.378,-1537.467,-1782.188,189.9255,-159.0323,-0.000113977,0.3585377,-0.4828199,21
4,-1122.589,-185.3539,198.6908,185.3555,147.5064,17.42922,89.07197,60.63957,116.5058,-45.66444,-83.65034,-110.0361,-135.8669,-151.4923,-143.2944,-129.8977,-123.7373,-114.3924,-119.1584,-119.4791,-308.1732,-323.9752,-312.7323,-323.1803,-324.2193,-325.9315,-323.7059,-322.5615,-324.0179,-333.2416,-351.0135,-389.6476,-442.2166,-524.134,-604.6331,-666.4011,-798.5509,-868.0029,-1156.99,-1436.126,-1416.458,-1544.592,-1792.52,188.16,-159.7465,0.9554893,0.7167027,-1.568974,21
5,-1121.112,-186.5387,198.1669,183.4166,147.7691,18.28845,88.02713,60.76997,115.0818,-46.0503,-83.51902,-109.767,-135.1001,-152.3815,-143.7752,-131.3648,-124.54,-115.5427,-118.6481,-121.9279,-311.4062,-321.8128,-309.7613,-320.4462,-324.8364,-329.6751,-327.3952,-326.1925,-326.5442,-333.6853,-342.5088,-385.5585,-439.0906,-519.9022,-601.557,-664.5747,-795.4121,-869.1129,-1153.164,-1439.759,-1421.033,-1551.225,-1793.233,185.0071,-159.0323,-0.358466,0.119761,1.206754,21
6,-1117.085,-186.802,196.9881,183.2874,147.6378,16.57005,87.50471,60.24835,115.4702,-47.07926,-84.30689,-109.9015,-135.9947,-150.9366,-143.1742,-131.5905,-124.8841,-113.6256,-115.7139,-120.3813,-315.0271,-324.7383,-318.8034,-323.399,-323.9724,-325.5693,-322.8728,-321.2301,-323.6884,-327.4732,-349.909,-380.7684,-438.1287,-513.8568,-598.7271,-659.4607,-790.8246,-861.3426,-1160.305,-1432.868,-1423.135,-1551.839,-1787.651,188.2861,-155.5805,0.3582365,0.8360911,-8.35E-05,21
7,-1119.77,-188.5133,197.25,184.0629,146.981,17.06104,86.06806,59.20509,114.6935,-47.72235,-86.14529,-112.9954,-139.4456,-154.3821,-147.8624,-131.0263,-123.1639,-113.1143,-116.0966,-118.9636,-312.1821,-324.3567,-315.0573,-325.0396,-324.713,-323.0333,-321.4447,-320.746,-324.8966,-321.5938,-349.3568,-385.909,-441.7357,-520.3858,-603.2796,-663.3571,-793.8427,-866.2761,-1156.097,-1434.246,-1425.978,-1554.665,-1790.62,183.746,-161.77,-1.075168,-0.3577923,-0.2414517,21
8,-1109.299,-187.0652,195.6783,180.9607,146.981,14.11513,84.50081,55.2929,111.1983,-49.26579,-88.90286,-113.8024,-141.6183,-155.049,-146.7805,-134.5248,-123.1639,-113.6256,-116.9897,-121.6702,-315.5444,-322.8304,-317.3825,-326.68,-325.7003,-323.0333,-320.6117,-317.9622,-322.9196,-322.1485,-348.1418,-383.5723,-436.205,-512.4059,-595.897,-659.0955,-785.392,-861.2192,-1146.789,-1427.856,-1425.978,-1553.682,-1777.675,183.8721,-158.6752,0.5971373,0.000372633,-0.2414517,21
9,-1105.675,-186.2754,199.4766,183.4166,147.3751,16.20181,88.28833,59.72672,114.9524,-47.59374,-85.2261,-112.0538,-136.8894,-154.1598,-145.8188,-134.8633,-124.6547,-114.7759,-118.0102,-121.799,-315.6737,-326.519,-316.995,-323.5084,-324.4661,-316.8746,-319.5406,-317.5991,-322.3704,-328.9153,-356.8674,-386.3763,-440.0524,-511.9223,-595.6509,-656.6602,-789.4966,-862.8226,-1147.554,-1426.102,-1426.597,-1553.559,-1779.338,188.6644,-156.2947,-1.314068,-0.3577923,0.844702,21
