waveform	[0]
t0	12/31/1903  18:00:00.000000
delta t	1.000000

time	Y[0]
12/31/1903  18:02:53.000000	2.568712E+0
12/31/1903  18:02:54.000000	2.472705E+0
12/31/1903  18:02:55.000000	2.460704E+0
12/31/1903  18:02:56.000000	2.472056E+0
12/31/1903  18:02:57.000000	2.421134E+0
12/31/1903  18:02:58.000000	2.376374E+0
12/31/1903  18:02:59.000000	2.425350E+0
12/31/1903  18:03:00.000000	2.398754E+0
12/31/1903  18:03:01.000000	2.394213E+0
12/31/1903  18:03:02.000000	2.383510E+0
12/31/1903  18:03:03.000000	2.388050E+0
12/31/1903  18:03:04.000000	2.379942E+0
12/31/1903  18:03:05.000000	2.363400E+0
12/31/1903  18:03:06.000000	2.317019E+0
12/31/1903  18:03:07.000000	2.398105E+0
12/31/1903  18:03:08.000000	2.577469E+0
12/31/1903  18:03:09.000000	2.576820E+0
12/31/1903  18:03:10.000000	2.528168E+0
12/31/1903  18:03:11.000000	2.468164E+0
12/31/1903  18:03:12.000000	2.493788E+0
12/31/1903  18:03:13.000000	2.555738E+0
12/31/1903  18:03:14.000000	2.589470E+0
12/31/1903  18:03:15.000000	2.537899E+0
12/31/1903  18:03:16.000000	2.514870E+0
12/31/1903  18:03:17.000000	2.505464E+0
12/31/1903  18:03:18.000000	2.505140E+0
12/31/1903  18:03:19.000000	2.448703E+0
12/31/1903  18:03:20.000000	2.414971E+0
12/31/1903  18:03:21.000000	2.458109E+0
12/31/1903  18:03:22.000000	2.401673E+0
12/31/1903  18:03:23.000000	2.414323E+0
12/31/1903  18:03:24.000000	2.464921E+0
12/31/1903  18:03:25.000000	2.547953E+0
12/31/1903  18:03:26.000000	2.555089E+0
12/31/1903  18:03:27.000000	2.495409E+0
12/31/1903  18:03:28.000000	2.504491E+0
12/31/1903  18:03:29.000000	2.468488E+0
12/31/1903  18:03:30.000000	2.504167E+0
12/31/1903  18:03:31.000000	2.488598E+0
12/31/1903  18:03:32.000000	2.464921E+0
12/31/1903  18:03:33.000000	2.542764E+0
12/31/1903  18:03:34.000000	2.535304E+0
12/31/1903  18:03:35.000000	2.521681E+0
12/31/1903  18:03:36.000000	2.485679E+0
12/31/1903  18:03:37.000000	2.469137E+0
12/31/1903  18:03:38.000000	2.474002E+0
12/31/1903  18:03:39.000000	2.497031E+0
12/31/1903  18:03:40.000000	2.473029E+0
12/31/1903  18:03:41.000000	2.521681E+0
12/31/1903  18:03:42.000000	2.476921E+0
12/31/1903  18:03:43.000000	2.447082E+0
12/31/1903  18:03:44.000000	2.434432E+0
12/31/1903  18:03:45.000000	2.465569E+0
12/31/1903  18:03:46.000000	2.402322E+0
12/31/1903  18:03:47.000000	2.436703E+0
12/31/1903  18:03:48.000000	2.423404E+0
12/31/1903  18:03:49.000000	2.439946E+0
12/31/1903  18:03:50.000000	2.499626E+0
12/31/1903  18:03:51.000000	2.507410E+0
12/31/1903  18:03:52.000000	2.502869E+0
12/31/1903  18:03:53.000000	2.485679E+0
12/31/1903  18:03:54.000000	2.430216E+0
12/31/1903  18:03:55.000000	2.448379E+0
12/31/1903  18:03:56.000000	2.503842E+0
12/31/1903  18:03:57.000000	2.539520E+0
12/31/1903  18:03:58.000000	2.602119E+0
12/31/1903  18:03:59.000000	2.623526E+0
12/31/1903  18:04:00.000000	2.572279E+0
12/31/1903  18:04:01.000000	2.617364E+0
12/31/1903  18:04:02.000000	2.640068E+0
12/31/1903  18:04:03.000000	2.594984E+0
12/31/1903  18:04:04.000000	2.629040E+0
12/31/1903  18:04:05.000000	2.570009E+0
12/31/1903  18:04:06.000000	2.543737E+0
12/31/1903  18:04:07.000000	2.481462E+0
12/31/1903  18:04:08.000000	2.436378E+0
12/31/1903  18:04:09.000000	2.436054E+0
12/31/1903  18:04:10.000000	2.438324E+0
12/31/1903  18:04:11.000000	2.449352E+0
12/31/1903  18:04:12.000000	2.412376E+0
12/31/1903  18:04:13.000000	2.369238E+0
12/31/1903  18:04:14.000000	2.323181E+0
12/31/1903  18:04:15.000000	2.240148E+0
12/31/1903  18:04:16.000000	2.231391E+0
12/31/1903  18:04:17.000000	2.320586E+0
12/31/1903  18:04:18.000000	2.273232E+0
12/31/1903  18:04:19.000000	2.301126E+0
12/31/1903  18:04:20.000000	2.403619E+0
12/31/1903  18:04:21.000000	2.437676E+0
12/31/1903  18:04:22.000000	2.510978E+0
12/31/1903  18:04:23.000000	2.598552E+0
12/31/1903  18:04:24.000000	2.591740E+0
12/31/1903  18:04:25.000000	2.563522E+0
12/31/1903  18:04:26.000000	2.568387E+0
12/31/1903  18:04:27.000000	2.573252E+0
12/31/1903  18:04:28.000000	2.513248E+0
12/31/1903  18:04:29.000000	2.512600E+0
12/31/1903  18:04:30.000000	2.518438E+0
12/31/1903  18:04:31.000000	2.494112E+0
12/31/1903  18:04:32.000000	2.379293E+0
12/31/1903  18:04:33.000000	2.409782E+0
12/31/1903  18:04:34.000000	2.437027E+0
12/31/1903  18:04:35.000000	2.527844E+0
12/31/1903  18:04:36.000000	2.545359E+0
12/31/1903  18:04:37.000000	2.513248E+0
12/31/1903  18:04:38.000000	2.447406E+0
12/31/1903  18:04:39.000000	2.401024E+0
12/31/1903  18:04:40.000000	2.458434E+0
12/31/1903  18:04:41.000000	2.460380E+0
12/31/1903  18:04:42.000000	2.454217E+0
12/31/1903  18:04:43.000000	2.426972E+0
12/31/1903  18:04:44.000000	2.448703E+0
12/31/1903  18:04:45.000000	2.374752E+0
12/31/1903  18:04:46.000000	2.434756E+0
12/31/1903  18:04:47.000000	2.451298E+0
12/31/1903  18:04:48.000000	2.427296E+0
12/31/1903  18:04:49.000000	2.344912E+0
12/31/1903  18:04:50.000000	2.425675E+0
12/31/1903  18:04:51.000000	2.473029E+0
12/31/1903  18:04:52.000000	2.443189E+0
12/31/1903  18:04:53.000000	2.532385E+0
12/31/1903  18:04:54.000000	2.595632E+0
12/31/1903  18:04:55.000000	2.621905E+0
12/31/1903  18:04:56.000000	2.608931E+0
12/31/1903  18:04:57.000000	2.601795E+0
12/31/1903  18:04:58.000000	2.580064E+0
12/31/1903  18:04:59.000000	2.552170E+0
12/31/1903  18:05:00.000000	2.541791E+0
12/31/1903  18:05:01.000000	2.556062E+0
12/31/1903  18:05:02.000000	2.440270E+0
12/31/1903  18:05:03.000000	2.591416E+0
12/31/1903  18:05:04.000000	2.559306E+0
12/31/1903  18:05:05.000000	2.507410E+0
12/31/1903  18:05:06.000000	2.415620E+0
12/31/1903  18:05:07.000000	2.561900E+0
12/31/1903  18:05:08.000000	2.643636E+0
12/31/1903  18:05:09.000000	2.626445E+0
12/31/1903  18:05:10.000000	2.573577E+0
12/31/1903  18:05:11.000000	2.541791E+0
12/31/1903  18:05:12.000000	2.551846E+0
12/31/1903  18:05:13.000000	2.509356E+0
12/31/1903  18:05:14.000000	2.466542E+0
12/31/1903  18:05:15.000000	2.464272E+0
12/31/1903  18:05:16.000000	2.448703E+0
12/31/1903  18:05:17.000000	2.481787E+0
12/31/1903  18:05:18.000000	2.487301E+0
12/31/1903  18:05:19.000000	2.510978E+0
12/31/1903  18:05:20.000000	2.444487E+0
12/31/1903  18:05:21.000000	2.401024E+0
12/31/1903  18:05:22.000000	2.568387E+0
12/31/1903  18:05:23.000000	2.500274E+0
12/31/1903  18:05:24.000000	2.464921E+0
12/31/1903  18:05:25.000000	2.434108E+0
12/31/1903  18:05:26.000000	2.483408E+0
12/31/1903  18:05:27.000000	2.488274E+0
12/31/1903  18:05:28.000000	2.458434E+0
12/31/1903  18:05:29.000000	2.473029E+0
12/31/1903  18:05:30.000000	2.447082E+0
12/31/1903  18:05:31.000000	2.424702E+0
12/31/1903  18:05:32.000000	2.452920E+0
12/31/1903  18:05:33.000000	2.542440E+0
12/31/1903  18:05:34.000000	2.538547E+0
12/31/1903  18:05:35.000000	2.492166E+0
12/31/1903  18:05:36.000000	2.390970E+0
12/31/1903  18:05:37.000000	2.316694E+0
12/31/1903  18:05:38.000000	2.229121E+0
12/31/1903  18:05:39.000000	2.201876E+0
12/31/1903  18:05:40.000000	2.229445E+0
12/31/1903  18:05:41.000000	2.143169E+0
12/31/1903  18:05:42.000000	2.235608E+0
12/31/1903  18:05:43.000000	2.199281E+0
12/31/1903  18:05:44.000000	2.151926E+0
12/31/1903  18:05:45.000000	2.208038E+0
12/31/1903  18:05:46.000000	2.282638E+0
12/31/1903  18:05:47.000000	2.266421E+0
12/31/1903  18:05:48.000000	2.337452E+0
12/31/1903  18:05:49.000000	2.390645E+0
12/31/1903  18:05:50.000000	2.432486E+0
12/31/1903  18:05:51.000000	2.500599E+0
12/31/1903  18:05:52.000000	2.544061E+0
12/31/1903  18:05:53.000000	2.576496E+0
12/31/1903  18:05:54.000000	2.577145E+0
12/31/1903  18:05:55.000000	2.531412E+0
12/31/1903  18:05:56.000000	2.524276E+0
12/31/1903  18:05:57.000000	2.515843E+0
12/31/1903  18:05:58.000000	2.493463E+0
12/31/1903  18:05:59.000000	2.436378E+0
12/31/1903  18:06:00.000000	2.425026E+0
12/31/1903  18:06:01.000000	2.468813E+0
12/31/1903  18:06:02.000000	2.587524E+0
12/31/1903  18:06:03.000000	2.565793E+0
12/31/1903  18:06:04.000000	2.532060E+0
12/31/1903  18:06:05.000000	2.500274E+0
12/31/1903  18:06:06.000000	2.501572E+0
12/31/1903  18:06:07.000000	2.505788E+0
12/31/1903  18:06:08.000000	2.459082E+0
12/31/1903  18:06:09.000000	2.370536E+0
12/31/1903  18:06:10.000000	2.432810E+0
12/31/1903  18:06:11.000000	2.451947E+0
12/31/1903  18:06:12.000000	2.429567E+0
12/31/1903  18:06:13.000000	2.457785E+0
12/31/1903  18:06:14.000000	2.555738E+0
12/31/1903  18:06:15.000000	2.605363E+0
12/31/1903  18:06:16.000000	2.600173E+0
12/31/1903  18:06:17.000000	2.572279E+0
12/31/1903  18:06:18.000000	2.514546E+0
12/31/1903  18:06:19.000000	2.496382E+0
12/31/1903  18:06:20.000000	2.442541E+0
12/31/1903  18:06:21.000000	2.343615E+0
12/31/1903  18:06:22.000000	2.403943E+0
12/31/1903  18:06:23.000000	2.433135E+0
12/31/1903  18:06:24.000000	2.527844E+0
12/31/1903  18:06:25.000000	2.551197E+0
12/31/1903  18:06:26.000000	2.527844E+0
12/31/1903  18:06:27.000000	2.509032E+0
12/31/1903  18:06:28.000000	2.522006E+0
12/31/1903  18:06:29.000000	2.358535E+0
12/31/1903  18:06:30.000000	2.368914E+0
12/31/1903  18:06:31.000000	2.373455E+0
12/31/1903  18:06:32.000000	2.424702E+0
12/31/1903  18:06:33.000000	2.542440E+0
12/31/1903  18:06:34.000000	2.597579E+0
12/31/1903  18:06:35.000000	2.559630E+0
12/31/1903  18:06:36.000000	2.546007E+0
12/31/1903  18:06:37.000000	2.611525E+0
12/31/1903  18:06:38.000000	2.589470E+0
12/31/1903  18:06:39.000000	2.628067E+0
12/31/1903  18:06:40.000000	2.644933E+0
12/31/1903  18:06:41.000000	2.627743E+0
12/31/1903  18:06:42.000000	2.564171E+0
12/31/1903  18:06:43.000000	2.522006E+0
12/31/1903  18:06:44.000000	2.487301E+0
12/31/1903  18:06:45.000000	2.623202E+0
12/31/1903  18:06:46.000000	2.619310E+0
12/31/1903  18:06:47.000000	2.643636E+0
12/31/1903  18:06:48.000000	2.651420E+0
12/31/1903  18:06:49.000000	2.659853E+0
12/31/1903  18:06:50.000000	2.661475E+0
12/31/1903  18:06:51.000000	2.650771E+0
12/31/1903  18:06:52.000000	2.627094E+0
12/31/1903  18:06:53.000000	2.587848E+0
12/31/1903  18:06:54.000000	2.556711E+0
12/31/1903  18:06:55.000000	2.573577E+0
12/31/1903  18:06:56.000000	2.565468E+0
12/31/1903  18:06:57.000000	2.413998E+0
12/31/1903  18:06:58.000000	2.472056E+0
12/31/1903  18:06:59.000000	2.532385E+0
12/31/1903  18:07:00.000000	2.486328E+0
12/31/1903  18:07:01.000000	2.515519E+0
12/31/1903  18:07:02.000000	2.533033E+0
12/31/1903  18:07:03.000000	2.508383E+0
12/31/1903  18:07:04.000000	2.415620E+0
12/31/1903  18:07:05.000000	2.381239E+0
12/31/1903  18:07:06.000000	2.408160E+0
12/31/1903  18:07:07.000000	2.485355E+0
12/31/1903  18:07:08.000000	2.440919E+0
12/31/1903  18:07:09.000000	2.425675E+0
12/31/1903  18:07:10.000000	2.421783E+0
12/31/1903  18:07:11.000000	2.390645E+0
12/31/1903  18:07:12.000000	2.398754E+0
12/31/1903  18:07:13.000000	2.233662E+0
12/31/1903  18:07:14.000000	2.184036E+0
12/31/1903  18:07:15.000000	2.142196E+0
12/31/1903  18:07:16.000000	2.162305E+0
12/31/1903  18:07:17.000000	2.300801E+0
12/31/1903  18:07:18.000000	2.365022E+0
12/31/1903  18:07:19.000000	2.383185E+0
12/31/1903  18:07:20.000000	2.308261E+0
12/31/1903  18:07:21.000000	2.268691E+0
12/31/1903  18:07:22.000000	2.316694E+0
12/31/1903  18:07:23.000000	2.252474E+0
12/31/1903  18:07:24.000000	2.148358E+0
12/31/1903  18:07:25.000000	2.145764E+0
12/31/1903  18:07:26.000000	2.136033E+0
12/31/1903  18:07:27.000000	2.132465E+0
12/31/1903  18:07:28.000000	2.133438E+0
12/31/1903  18:07:29.000000	2.143169E+0
12/31/1903  18:07:30.000000	2.168792E+0
12/31/1903  18:07:31.000000	2.194416E+0
12/31/1903  18:07:32.000000	2.216471E+0
12/31/1903  18:07:33.000000	2.232364E+0
12/31/1903  18:07:34.000000	2.213552E+0
12/31/1903  18:07:35.000000	2.210957E+0
12/31/1903  18:07:36.000000	2.208687E+0
12/31/1903  18:07:37.000000	2.197010E+0
12/31/1903  18:07:38.000000	2.276475E+0
12/31/1903  18:07:39.000000	2.326749E+0
12/31/1903  18:07:40.000000	2.324479E+0
12/31/1903  18:07:41.000000	2.313126E+0
12/31/1903  18:07:42.000000	2.325776E+0
12/31/1903  18:07:43.000000	2.346210E+0
