0,199.7732,199.059,199.4382,198.41,200.3088,126.674,197.9952,196.2613,199.8728,199.6384,199.6346,192.1956,190.3501,176.6573,129.3879,118.4928,125.0036,125.3563,151.1546,167.3017,185.962,205.7805,204.3413,206.7776,205.9613,201.1901,208.7237,208.5983,208.3954,209.6664,194.2263,191.4737,208.9926,207.4924,208.7489,206.0595,200.1663,205.8994,207.0796,191.4777,207.3588,200.7344,-101.2372,-0.6302798,-0.3576601,-1.074981,-5.20E-05,-0.6033466
1,197.6207,197.7407,198.6525,196.4711,197.6817,125.4465,196.2973,196.0005,197.8015,200.1536,201.606,194.8893,198.7987,184.2315,134.3273,122.7893,127.761,135.4616,154.349,177.234,192.178,205.653,204.0827,208.5309,208.8047,202.2789,208.9621,208.4771,207.7348,209.7776,192.7877,192.176,208.8722,206.7669,209.6115,209.3496,201.4959,208.4933,209.8901,193.2355,206.9872,201.2267,-99.93174,0.252115,-0.2384369,0.5973203,1.074441,7.06E-05
2,199.2351,200.6409,201.0096,198.7978,200.9655,125.0783,197.734,195.7397,198.1899,198.9944,199.3718,193.5425,199.5667,180.1102,131.7973,127.7642,119.4887,125.868,153.199,174.0092,187.3865,200.6837,203.9533,206.4489,207.9393,202.158,206.8164,206.0515,205.9734,207.7766,191.9023,190.8885,207.4276,205.2804,205.9146,205.5721,198.8367,205.4054,207.2074,192.6077,207.6065,196.1806,-103.4922,-0.1260543,-0.4768818,0.1195202,-0.5969922,-0.1206135
3,198.966,200.7727,200.093,198.5392,200.5715,126.4285,198.2564,196.6525,201.1673,203.6311,204.1031,198.1217,202.895,189.9121,137.821,121.3194,118.3398,128.9379,155.3711,176.4601,182.9835,203.7418,202.5307,205.6818,206.3322,201.0692,208.6045,207.6281,207.2945,207.7766,192.013,189.4841,207.5479,205.5222,207.0237,206.9125,199.8037,206.8876,207.2074,191.9799,205.9962,194.5807,-102.7801,-0.756336,0.1192329,-1.552782,-5.20E-05,-0.1206135
4,202.1947,201.6955,201.9263,200.6074,200.7028,126.3057,199.1706,197.8262,200.7789,201.5703,202.1317,196.3708,201.4869,187.7958,135.1705,133.4174,116.6164,126.1238,156.9044,174.3962,184.7965,201.7031,200.9787,205.7914,207.9393,202.158,207.4124,206.5366,206.3037,207.8877,191.349,189.7182,208.0295,205.4013,208.0095,206.3032,198.9576,205.1584,207.0796,192.4822,206.4917,196.9191,-98.38889,-1.134505,-0.4768818,-0.3582814,-5.20E-05,-0.1206135
5,202.8673,203.4093,203.1048,202.1585,203.9866,129.1289,203.4805,203.1728,204.9214,206.2071,204.7602,198.2564,203.279,181.4468,136.7367,135.5657,116.2717,133.1591,154.4767,167.9466,178.969,203.1047,201.6254,204.4765,205.3431,198.2866,205.1476,204.3536,203.2213,204.4415,189.6889,190.4204,207.4276,204.7968,206.654,205.8158,199.1993,203.4291,204.7801,190.4732,202.404,198.396,-101.2372,1.134509,1.311462,0.2389699,-5.20E-05,0.724172
6,204.3471,206.7049,205.331,203.9681,205.1687,129.7426,203.3499,200.8255,205.3097,206.4647,206.3373,200.0073,200.0788,186.7934,139.869,133.9828,114.2036,127.9146,159.3321,179.8138,188.6815,204.2514,201.1081,206.0106,205.9613,198.7705,205.6244,205.5664,205.423,207.3319,190.4636,186.6752,204.5382,203.467,204.3127,203.7442,197.7488,204.1702,205.4189,190.9754,204.8814,197.9037,-98.98229,2.01E-06,0.2384546,-0.477731,-0.358216,0.9655402
7,204.3471,205.7822,205.4619,204.2266,205.0374,129.9881,203.4805,202.5208,205.8275,205.1767,206.863,198.9299,200.9748,180.2216,131.4359,130.93,121.0972,128.4263,141.6995,156.9824,171.5875,196.224,199.8148,204.0381,203.9833,198.5286,203.5979,203.3834,201.7901,204.3303,188.4716,189.6011,206.3441,204.7968,206.4075,205.3284,198.7158,203.3056,204.6523,189.092,202.2801,199.6267,-100.9999,0.5042275,-0.8345516,-0.1193806,0.4775003,-0.1206135
8,203.6745,204.3321,205.8548,204.0974,205.8255,129.6199,203.0887,202.6512,205.3097,205.9495,206.0744,200.142,194.9584,182.8949,138.1824,129.9124,122.2461,133.7987,153.9656,174.3962,184.408,198.8998,199.0388,203.7094,203.6124,198.8915,203.2404,203.9898,202.6708,203.7744,189.2463,187.0263,203.2139,203.7088,202.8339,203.5005,196.7818,202.688,203.7581,189.092,202.7756,193.1038,-101.4746,-1.134505,-0.7153283,-0.477731,0.5968882,0.3621229
9,206.7686,207.3641,205.9858,203.9681,204.5119,130.1109,202.4357,201.9992,204.1447,204.5327,204.4973,198.3911,201.8709,186.125,140.2304,132.2868,112.0207,125.9959,147.0659,171.6874,188.034,199.2821,199.0388,202.6136,205.096,198.7705,204.0748,203.3834,203.3314,204.6638,188.3609,187.2604,205.7421,203.1043,201.3552,202.7694,196.2983,201.8234,203.2471,188.213,203.3949,193.7192,-101.2372,0.3781712,-0.2384369,6.90E-05,0.1193362,0.1207547
