3.2716,3.286,3.3073,3.2892,3.3043,3.2305,3.2276,3.158,3.1538,3.3248,3.284,3.2857,3.2876,3.29,3.3124,3.2897
3.2884,3.2845,3.3064,3.2942,3.2049,3.1717,3.2206,3.1297,3.2533,3.3379,3.2905,3.3082,3.2897,3.2946,3.3224,3.2918
3.2949,3.2819,3.3137,3.3069,3.2161,3.3319,3.3107,3.2405,3.2369,3.3002,3.3023,3.2984,3.2939,3.295,3.3171,3.2912
3.3009,3.2876,3.3018,3.3201,3.2598,3.2653,3.2402,3.2224,3.2051,3.3434,3.3051,3.2766,3.2938,3.2868,3.3111,3.2957
3.2719,3.2886,3.2944,3.3154,3.2764,3.2225,3.2565,3.2366,3.2439,3.2989,3.3127,3.2852,3.2904,3.2798,3.3062,3.298
3.287,3.292,3.3073,3.2876,3.2837,3.262,3.2119,3.2162,3.1551,3.3209,3.3111,3.2926,3.2876,3.281,3.3072,3.2976
3.2774,3.2933,3.3101,3.2897,3.2717,3.2628,3.1811,3.2615,3.1761,3.3088,3.3015,3.2947,3.2899,3.2793,3.3094,3.2997
3.2802,3.2873,3.3007,3.3106,3.2832,3.2577,3.2287,3.1318,3.1777,3.303,3.3091,3.2991,3.2933,3.286,3.3086,3.2947
3.2745,3.286,3.2986,3.3138,3.2808,3.1944,3.2135,3.1031,3.2777,3.2984,3.312,3.3001,3.2899,3.2941,3.3072,3.3018
3.3114,3.2908,3.2999,3.2955,3.2692,3.2096,3.2374,3.1907,3.2836,3.252,3.2916,3.3106,3.2865,3.301,3.3048,3.2971
3.3033,3.2908,3.2991,3.3062,3.2541,3.1669,3.1706,3.2012,3.2348,3.234,3.3167,3.3187,3.2889,3.2984,3.3033,3.297
3.2968,3.2929,3.3054,3.2991,3.2682,3.2081,3.1654,3.1612,3.1436,3.2827,3.2999,3.2891,3.2871,3.2939,3.3039,3.2905
3.2641,3.2936,3.3085,3.3027,3.2292,3.202,3.2196,3.2374,3.1086,3.2805,3.3049,3.2983,3.2902,3.2847,3.3052,3.2938
3.286,3.2955,3.3017,3.3106,3.192,3.2386,3.1724,3.2122,3.1209,3.2486,3.3295,3.2868,3.2955,3.2855,3.3059,3.2954
3.2891,3.2816,3.2954,3.3069,3.257,3.2161,3.191,3.1704,3.1462,3.275,3.3009,3.2827,3.2929,3.2889,3.3039,3.2929
3.29,3.2829,3.3062,3.3104,3.2051,3.2433,3.1764,3.2439,3.201,3.2308,3.2918,3.3103,3.2878,3.2902,3.3073,3.287
3.2949,3.2866,3.3083,3.2988,3.1905,3.1512,3.2324,3.1657,3.1746,3.1708,3.3017,3.2986,3.287,3.2855,3.3109,3.2815
3.2908,3.2962,3.3062,3.3117,3.2353,3.2491,3.2569,3.2379,3.2052,3.2111,3.3132,3.28,3.2879,3.2873,3.3141,3.2816
3.2777,3.2892,3.3138,3.3135,3.2447,3.2407,3.142,3.1258,3.1983,3.3143,3.291,3.2938,3.2912,3.287,3.3104,3.286
3.2994,3.2842,3.3005,3.2991,3.3451,3.257,3.2038,3.1146,3.2096,3.3318,3.3298,3.3048,3.2918,3.286,3.3054,3.2938
3.2891,3.2881,3.3061,3.3185,3.2824,3.2491,3.1254,3.2403,3.2156,3.27,3.3266,3.2874,3.2881,3.2863,3.3025,3.2968
3.2829,3.2868,3.3051,3.3332,3.2615,3.3166,3.13,3.2878,3.2136,3.2784,3.2847,3.2695,3.29,3.2847,3.3036,3.3002
3.2874,3.2866,3.3057,3.2976,3.3111,3.2526,3.163,3.2259,3.2232,3.2672,3.2878,3.2777,3.2871,3.2863,3.3065,3.2934
3.2936,3.2916,3.307,3.3082,3.2672,3.1845,3.3052,3.1829,3.2674,3.2603,3.3184,3.2929,3.2889,3.2915,3.3112,3.2984
3.2904,3.284,3.302,3.3318,3.2533,3.1936,3.2357,3.2557,3.2428,3.2179,3.3824,3.3116,3.2954,3.2965,3.3096,3.3064
3.2902,3.2855,3.3077,3.2895,3.2714,3.2403,3.2086,3.3282,3.1588,3.2245,3.3048,3.2046,3.2944,3.3023,3.3067,3.2989
3.2938,3.2902,3.295,3.3039,3.263,3.2928,3.2439,3.1216,3.1188,3.3023,3.2839,3.2653,3.2895,3.2915,3.3057,3.2925
3.2855,3.2897,3.3109,3.3103,3.2871,3.1756,3.1295,3.2878,3.1693,3.3279,3.2904,3.2871,3.292,3.2779,3.3051,3.295
3.2873,3.2965,3.296,3.2963,3.269,3.1934,3.1912,3.2109,3.1787,3.2986,3.3245,3.2962,3.2954,3.2831,3.3111,3.2957
3.2793,3.2965,3.2959,3.29,3.2805,3.2585,3.1555,3.2481,3.242,3.2693,3.3227,3.2863,3.2967,3.291,3.3085,3.2971
3.2876,3.2939,3.298,3.3198,3.3538,3.2302,3.259,3.2539,3.1496,3.3109,3.1967,3.3429,3.2962,3.295,3.3072,3.2936
3.2925,3.2908,3.2941,3.3086,3.2759,3.251,3.231,3.2423,3.2279,3.2887,3.2418,3.3273,3.2913,3.291,3.3098,3.2908
3.2931,3.2905,3.2925,3.2866,3.2313,3.291,3.125,3.2245,3.2138,3.1667,3.2845,3.2823,3.2894,3.2902,3.3109,3.2916
3.2947,3.2842,3.3014,3.3101,3.2577,3.242,3.259,3.246,3.3036,3.2832,3.2918,3.285,3.292,3.2887,3.3111,3.2942
