TITLE = "B00095"
VARIABLES = "position", "position(2)", "Vx", "Vy"
ZONE T="Frame 0", I=75, J=50
-39.780598 81.882996 -12.399879 0.250666
-37.303990 81.882996 -12.433746 0.408859
-34.827382 81.882996 -13.826165 -0.407706
-32.350774 81.882996 -14.528596 0.665688
-29.874166 81.882996 -14.424861 0.528308
-27.397558 81.882996 -14.446328 0.477396
-24.920950 81.882996 -13.954905 1.424691
-22.444342 81.882996 -13.238628 -0.043298
-19.967734 81.882996 -12.539395 -1.345745
-17.491125 81.882996 -11.969625 -0.679625
-15.014517 81.882996 -13.363507 -1.161997
-12.537909 81.882996 -13.648220 -1.956849
-10.061301 81.882996 -13.732242 -1.319305
-7.584693 81.882996 -14.018204 0.449662
-5.108085 81.882996 -14.181710 0.689244
-2.631477 81.882996 -13.783559 1.475174
-0.154869 81.882996 -14.725921 0.858673
2.321739 81.882996 -14.137526 0.100094
4.798347 81.882996 -13.718400 -0.154177
7.274955 81.882996 -14.245164 0.477022
9.751563 81.882996 -13.670621 0.213712
12.228171 81.882996 -11.041027 -0.727578
14.704779 81.882996 -11.054080 0.086541
17.181387 81.882996 -13.451645 1.548489
19.657995 81.882996 -12.761953 1.788773
22.134603 81.882996 -12.747397 1.389614
24.611211 81.882996 -13.118362 -0.548557
27.087819 81.882996 -13.375831 -0.867149
29.564427 81.882996 -12.948714 -0.353153
32.041035 81.882996 -11.838338 0.169982
34.517643 81.882996 -12.168277 0.420408
36.994251 81.882996 -12.855330 1.871154
39.470859 81.882996 -13.521692 2.215321
41.947467 81.882996 -14.146100 1.244279
44.424075 81.882996 -13.547517 0.809607
46.900684 81.882996 -13.845666 1.298624
49.377292 81.882996 -14.013230 0.872289
51.853900 81.882996 -13.432228 0.435324
54.330508 81.882996 -13.608042 0.838300
56.807116 81.882996 -13.617890 0.677605
59.283724 81.882996 -13.073794 0.850196
61.760332 81.882996 -12.908059 1.509149
64.236940 81.882996 -13.226245 1.908281
66.713548 81.882996 -11.941613 0.872457
69.190156 81.882996 -12.112082 1.525379
71.666764 81.882996 -12.067133 1.130731
74.143372 81.882996 -12.370789 1.227475
76.619980 81.882996 -12.154618 2.354328
79.096588 81.882996 -11.035726 2.599141
81.573196 81.882996 -11.192239 1.953959
84.049804 81.882996 -11.335234 1.197522
86.526412 81.882996 -11.843835 1.207234
89.003020 81.882996 -12.442404 1.602609
91.479628 81.882996 -7.724455 11.617758
93.956236 81.882996 -24.860593 -3.853637
96.432844 81.882996 -12.000978 3.619981
98.909452 81.882996 -12.728353 2.760260
101.386060 81.882996 -11.735448 0.974030
103.862668 81.882996 -10.899756 2.326229
106.339276 81.882996 -10.331691 0.759252
108.815884 81.882996 -11.727046 -0.508539
111.292493 81.882996 -11.777967 1.318296
113.769101 81.882996 -12.063644 2.301272
116.245709 81.882996 -3.281063 4.110718
118.722317 81.882996 -3.620312 8.639412
121.198925 81.882996 -11.339978 3.040849
123.675533 81.882996 -11.575602 1.217988
