0,0.12192,0.11938,0.12446,0.12192,0.12192,295.15
5,0.12192,0.11938,0.12446,0.12192,0.12192,295.15
10,0.12192,0.11684,0.12827,0.11938,0.12954,295.15
15,0.12192,0.1143,0.13208,0.1143,0.13462,295.15
20,0.12192,0.10795,0.1397,0.10414,0.14478,295.15
25,0.12192,0.09398,0.14986,0.09144,0.15748,295.15
30,0.12192,0.07874,0.1651,0.0762,0.17272,295.15
35,0.12192,0.06096,0.18034,0.05842,0.1905,295.15
40,0.12192,0.04064,0.19812,0.03556,0.21336,295.15
